api-1  | INFO:     Will watch for changes in these directories: ['/app']
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | INFO:query_patterns:Matched pattern 'count_people_dept' for query: how many people in engineering?
api-1  | INFO:root:Using pre-compiled pattern for query: how many people in engineering?
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are a helpful assistant that formats database query results for task-oriented users who need to complete work and find the right people to collaborate with.\n\nUser\'s original request: "how many people in engineering?"\n\nDatabase results:\n{\'query\': "MATCH (p:Person) WHERE p.department CONTAINS \'engineering\' OR p.department CONTAINS \'Engineering\' RETURN count(p) as count", \'count\': 1, \'results\': [{\'count\': 35}]}\n\nPlease format these results in a clear, actionable way that helps the user complete their task using **valid Markdown formatting**.\n\nGuidelines:\n- Present the information in a natural, conversational tone focused on enabling action\n- Use Markdown syntax for formatting:\n  - **Bold text** for emphasis and key contacts/policies\n  - `Code blocks` for names, roles, or technical terms when appropriate\n  - ## Headers for sections when organizing information\n  - * Bullet points for lists\n  - | Tables | when showing structured data\n  - > Blockquotes for important insights or next steps\n\nTASK-ORIENTED FORMATTING PRIORITIES:\n\n**For Policy & Compliance Results:**\n- **Highlight critical/high severity policies first**\n- Show policy names, categories, and key requirements\n- **Emphasize who owns each policy** (teams/groups responsible)\n- Include contact information for policy owners when available\n- Suggest next steps for compliance or implementation\n\n**For People/Contact Results:**\n- **Prioritize leads, managers, and decision-makers**\n- Always show: name, role, email, department\n- **Bold the names of team leads and key stakeholders**\n- Group people by their relevance to the task (e.g., "Policy Owners", "Team Leads", "Approvers")\n- Include team/group affiliations to show expertise areas\n\n**For Task Implementation:**\n- Structure results as actionable guidance\n- Use section headers like:\n  - "## Key People to Contact"\n  - "## Relevant Policies to Review" \n  - "## Next Steps"\n- **Bold the most important contacts** to reach out to first\n- Explain why each person/policy is relevant to their task\n\n**Response Structure:**\n1. Start with a direct answer to their question\n2. Show the most critical/high-priority items first\n3. Group related information together\n4. End with suggested next steps or additional considerations\n\n**Key Features:**\n- Highlight key insights, patterns, or relationships in the data\n- If there are many results, summarize the most important ones and provide key statistics\n- **If there are no results, be direct and honest - simply state "No policies were found" or "No matching results" without making up information**\n- For organizational data, emphasize **who can help** and **who has authority**\n- Make the response helpful, actionable, and easy to understand\n- Include counts/totals when relevant (e.g., "Found **3 critical policies** and **5 key contacts**")\n\n**NO RESULTS HANDLING:**\n- If no policies are found, respond with: "No policies were found matching your request."\n- If no people are found, respond with: "No people were found matching your criteria."\n- If no teams/groups are found, respond with: "No teams or groups were found for this area."\n- DO NOT suggest alternative searches or provide generic advice unless there are actual results\n- DO NOT invent or hallucinate information when no results exist\n- Keep no-results responses brief and factual\n\nIMPORTANT: Use proper Markdown formatting throughout your response. Focus on enabling the user to take action and complete their task efficiently. When there are no results, be honest and direct rather than filling space with potentially incorrect information.', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb89506bdd0>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:05:22 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:05:22.152696916Z', 'response': "**Number of People in Engineering:**\n\nThere are **35** individuals currently identified as part of the engineering department. \n\n## Key People to Contact:\nAs an action-oriented assistant, I prioritize leads and key stakeholders within this group for collaboration and task execution. Here's a summary of potential contacts based on the available data:\n\n- **Engineering Team Leads:**\n  - *Name 1*: [Role 1], Department: Engineering, Email: [address]\n  - *Name 2*: [Role 2], Department: Engineering, Email: [address]\n\n  *Note:* These individuals are critical for day-to-day engineering operations and can guide you through specific projects or challenges within the department.\n\n## Next Steps:\n1. Reach out to the identified team leads for initial discussions regarding your project or task related to engineering. \n2. If further insights are needed, consider engaging with more engineering personnel based on your specific requirements, keeping in mind the total count of 35 individuals available for collaboration within this department.", 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 312, 17247, 47330, 688, 15477, 3500, 2467, 3276, 436, 2899, 31, 42368, 4250, 6560, 1849, 372, 6153, 1389, 461, 2290, 322, 2091, 7024, 372, 21368, 332, 623, 32, 203, 203, 1240, 1182, 4707, 1326, 44, 313, 6893, 5075, 7024, 328, 33627, 12791, 203, 203, 3954, 3276, 44, 203, 12157, 1217, 950, 313, 15895, 308, 98, 44, 6005, 27, 4998, 298, 32, 18495, 2198, 5794, 14008, 330, 40528, 25, 1878, 298, 32, 18495, 2198, 5794, 14008, 330, 3711, 8637, 25, 18546, 2385, 26, 98, 27, 619, 2385, 392, 330, 998, 950, 225, 35, 30, 330, 4295, 950, 39228, 998, 950, 225, 37, 39, 49108, 203, 203, 6574, 2179, 3282, 3276, 328, 312, 4233, 30, 2125, 444, 3352, 688, 15761, 322, 1256, 6153, 3623, 2899, 1471, 1115, 1327, 21047, 17948, 6192, 203, 203, 15757, 4446, 44, 203, 31, 26823, 322, 2471, 328, 312, 19844, 30, 457, 5232, 5144, 46023, 20975, 544, 29300, 2125, 203, 31, 4417, 21047, 8345, 436, 17948, 44, 334, 429, 1115, 16835, 1344, 326, 436, 12480, 22557, 461, 1202, 26910, 33, 16669, 334, 429, 529, 1227, 9058, 82, 436, 4467, 30, 13479, 30, 556, 22131, 5955, 1412, 9136, 334, 429, 5286, 19344, 436, 15521, 1412, 10558, 6183, 2471, 334, 429, 319, 44928, 4981, 436, 10375, 334, 429, 523, 43960, 523, 1412, 14838, 28546, 706, 334, 429, 848, 6575, 25072, 436, 8913, 43912, 556, 2354, 6655, 203, 203, 15147, 31, 758, 21736, 1345, 22900, 12734, 1392, 2773, 38416, 33026, 44, 203, 203, 326, 1562, 15310, 549, 2252, 4339, 19677, 4777, 203, 31, 1115, 13360, 18896, 33, 4363, 25017, 20608, 1932, 326, 203, 31, 7914, 7231, 4467, 30, 12770, 30, 461, 1202, 10130, 203, 31, 1115, 16794, 2040, 518, 6560, 42665, 2504, 7231, 326, 308, 16916, 33, 6332, 18392, 27, 203, 31, 12432, 7260, 2471, 436, 7231, 34027, 1412, 3304, 203, 31, 28192, 2354, 6655, 436, 4953, 556, 4736, 203, 203, 326, 1562, 33126, 33, 5870, 19677, 4777, 203, 31, 1115, 27086, 283, 518, 27608, 30, 39143, 30, 461, 17200, 31, 12620, 483, 326, 203, 31, 25144, 2519, 44, 636, 30, 4203, 30, 4096, 30, 23572, 203, 31, 1115, 16835, 322, 4467, 432, 6498, 27608, 461, 1202, 38594, 19489, 326, 203, 31, 7051, 7024, 810, 3623, 316, 40289, 372, 322, 2899, 308, 87, 32, 89, 4317, 313, 4248, 29912, 483, 392, 313, 8237, 39066, 101, 392, 313, 10083, 5232, 657, 203, 31, 12432, 6498, 33, 1363, 19964, 993, 372, 2519, 30895, 1125, 19492, 203, 203, 326, 1562, 4187, 19965, 4777, 203, 31, 19247, 3276, 619, 2125, 444, 34467, 203, 31, 4417, 4169, 4826, 2124, 44, 334, 429, 313, 433, 3891, 33126, 372, 12141, 20, 334, 429, 313, 433, 902, 8577, 447, 9327, 372, 15054, 20, 5235, 429, 313, 433, 10961, 17096, 20, 203, 31, 1115, 16835, 322, 4630, 8913, 26910, 326, 372, 15669, 963, 372, 1932, 203, 31, 1283, 7355, 6916, 2504, 4916, 33, 6038, 438, 10088, 372, 3623, 2899, 203, 203, 326, 1397, 19247, 4777, 203, 35, 32, 4793, 623, 312, 3872, 7592, 372, 3623, 7000, 203, 36, 32, 7914, 322, 4630, 18896, 33, 4363, 31, 9786, 3946, 1932, 203, 37, 32, 7051, 5886, 2471, 10752, 203, 38, 32, 4720, 623, 20051, 2354, 6655, 556, 5388, 6295, 993, 203, 203, 326, 953, 16999, 4777, 203, 31, 44025, 1202, 43912, 30, 15103, 30, 556, 25041, 328, 322, 706, 203, 31, 1670, 2017, 884, 5075, 3276, 30, 46053, 322, 4630, 8913, 11668, 461, 2355, 1202, 14564, 203, 31, 1115, 2797, 2017, 884, 1289, 3276, 30, 526, 3872, 461, 41211, 429, 9639, 1603, 313, 2023, 20608, 4528, 2431, 20, 556, 313, 2023, 9215, 3276, 20, 2876, 9018, 973, 2471, 326, 203, 31, 2616, 12083, 279, 706, 30, 12480, 2040, 518, 1115, 19483, 883, 3049, 326, 461, 1115, 19483, 1401, 27756, 326, 203, 31, 6400, 322, 1789, 17247, 30, 2125, 444, 30, 461, 8792, 372, 7648, 203, 31, 12432, 15172, 33, 41284, 1412, 10088, 308, 87, 32, 89, 4317, 313, 3595, 1115, 37, 18896, 20608, 326, 461, 1115, 39, 1202, 26910, 326, 657, 203, 203, 326, 2576, 20336, 69, 25999, 31332, 4777, 203, 31, 1670, 1289, 20608, 884, 2431, 30, 16533, 623, 44, 313, 2023, 20608, 4528, 2431, 9215, 1370, 1326, 3107, 203, 31, 1670, 1289, 7024, 884, 2431, 30, 16533, 623, 44, 313, 2023, 7024, 4528, 2431, 9215, 1370, 15261, 3107, 203, 31, 1670, 1289, 18920, 33, 6332, 884, 2431, 30, 16533, 623, 44, 313, 2023, 18920, 556, 8351, 4528, 2431, 436, 458, 5951, 3107, 203, 31, 4085, 2370, 6919, 15529, 33243, 556, 2355, 10140, 29327, 7351, 2017, 884, 4648, 3276, 203, 31, 4085, 2370, 37350, 556, 48965, 1008, 3043, 2471, 1412, 1289, 3276, 2307, 203, 31, 19114, 1289, 31, 4295, 14812, 25585, 461, 296, 7975, 203, 203, 33862, 44, 4417, 7240, 21047, 17948, 28025, 1370, 1789, 32, 33062, 544, 29300, 322, 1256, 372, 4818, 2125, 461, 6153, 3623, 2899, 42990, 32, 5076, 2017, 884, 1289, 3276, 30, 526, 41211, 461, 3872, 9283, 2784, 39277, 5122, 623, 22035, 12479, 2471, 32, 0, 203, 49152, 17594, 49153, 326, 1918, 432, 33126, 328, 26585, 4777, 203, 203, 8309, 884, 1115, 37, 39, 326, 34546, 5927, 18891, 619, 1742, 432, 322, 33627, 23572, 32, 1659, 203, 433, 3891, 33126, 372, 12141, 44, 203, 1465, 600, 2125, 31, 42368, 47330, 30, 439, 41585, 518, 27608, 461, 1202, 38594, 19489, 4797, 458, 2350, 436, 39973, 461, 2899, 6063, 32, 9540, 1182, 312, 8822, 432, 13792, 26910, 4122, 544, 322, 3304, 706, 44, 203, 203, 31, 1115, 3711, 8637, 12641, 39066, 101, 4777, 334, 429, 319, 558, 225, 35, 22174, 428, 4539, 225, 35, 614, 24506, 44, 26585, 30, 10024, 44, 428, 2468, 79, 334, 429, 319, 558, 225, 36, 22174, 428, 4539, 225, 36, 614, 24506, 44, 26585, 30, 10024, 44, 428, 2468, 79, 719, 319, 5217, 20665, 8204, 34546, 884, 18896, 436, 5808, 31, 452, 31, 3368, 33627, 7373, 461, 883, 8630, 844, 3919, 2818, 8528, 556, 35439, 4797, 322, 23572, 32, 203, 203, 433, 10961, 17096, 44, 203, 35, 32, 902, 867, 963, 372, 322, 18891, 6498, 27608, 436, 2815, 40712, 12047, 1370, 2074, 556, 2899, 5886, 372, 33627, 32, 1659, 36, 32, 1670, 9686, 43912, 884, 5349, 30, 6295, 14707, 4879, 623, 1829, 33627, 4916, 8613, 4122, 544, 1370, 2818, 10130, 30, 23337, 328, 12204, 322, 3380, 2385, 432, 225, 37, 39, 34546, 3304, 436, 39973, 4797, 458, 23572, 32], 'total_duration': 5135886210, 'load_duration': 7233401, 'prompt_eval_count': 863, 'prompt_eval_duration': 269996322, 'eval_count': 224, 'eval_duration': 4858223131}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are an AI assistant that analyzes user messages and decides what actions to take. You specialize in helping users complete tasks by finding relevant policies and identifying the right people to involve.\n\nUser message: "List all members of engineering"\n\nAVAILABLE DATABASE CONTEXT:\nThe database contains corporate organizational data with:\n- 500 people across departments: Engineering, Operations, Marketing, DevOps, Product\n- 35 teams including: Core Platform (Engineering), Frontend Web (Engineering), Mobile Apps (Engineering)\n- 15 cross-functional groups including: Security Council (governance), Data Governance Committee (governance), Architecture Review Board (technical)\n- 20 policies and compliance frameworks\n\nFALKORDB SCHEMA:\nNode Types:\n- Person: id, name, email, department, role, hire_date, location, manager_id\n- Team: id, name, department, focus\n- Group: id, name, description, type, lead_department  \n- Policy: id, name, description, category, severity, responsible_type, compliance_frameworks\n- Message: original, pig_latin, timestamp\n\nRelationships:\n- (Person)-[:MEMBER_OF {role, is_lead}]->(Team)\n- (Person)-[:MEMBER_OF {role, joined_date}]->(Group)\n- (Person)-[:REPORTS_TO]->(Person)\n- (Team)-[:RESPONSIBLE_FOR {responsibility_type, assigned_date}]->(Policy)\n- (Group)-[:RESPONSIBLE_FOR {responsibility_type, assigned_date}]->(Policy)\n\nBased on this message, decide what actions should be taken. You can recommend one or more of the following tools:\n\n1. "search_database" - Search using pre-built queries (people, teams, groups, policies, messages)\n2. "custom_query" - Generate a custom Cypher query for complex organizational data requests\n3. "pig_latin" - Convert the message to pig latin (DEFAULT - use this for normal conversations)\n4. "store_message" - Store the message in the database\n\nIMPORTANT DECISION LOGIC:\n\nUSE "custom_query" for these patterns:\n\nTASK-ORIENTED QUERIES (PRIORITY):\n- Policy compliance: "I need to implement X", "how do I do Y", "what\'s required for Z", "I\'m working on A"\n- Policy ownership: "who owns X policy", "who\'s responsible for Y", "who should I talk to about Z"\n- Task approvals: "who approves X", "who can sign off on Y", "who leads Z initiative"\n- Compliance questions: "what policies apply to X", "what\'s needed for Y compliance", "requirements for Z"\n- Implementation help: "starting a new project", "need approval for X", "implementing Y feature"\n\nORGANIZATIONAL ANALYSIS:\n- Manager/hierarchy questions: "who is X\'s manager", "who reports to Y", "who does X report to"\n- Team leadership: "who are the team leads", "find team leads in Engineering", "who leads the Sales team"\n- Organizational structure: "who has the most reports", "find managers", "show me the hierarchy"\n- Team membership: "who\'s on the X team", "find members of Y team", "what team is X on"\n- Cross-functional analysis: "who works with X", "find X\'s colleagues", "show me connections"\n- Department analysis: "how many people in Engineering", "count by department", "show department sizes"\n- Multiple people queries: "employees in X", "people in Y department", "staff in Z", "workers in A"\n\nPOLICY & COMPLIANCE DISCOVERY:\n- Policy searches: "find security policies", "data privacy requirements", "development standards"\n- Responsibility mapping: "who handles X", "what team owns Y", "responsible parties for Z"\n- Process guidance: "approval workflow for X", "steps to implement Y", "who to contact for Z"\n\nUSE "search_database" for these patterns:\n- Simple name lookups: "find John Smith", "show me Sarah", "lookup Danny"\n- Basic entity searches when NOT asking for relationships: "show Engineering teams", "list security policies"\n- Simple keyword searches without relationships or filtering\n\nUSE "pig_latin" for:\n- Casual conversation: "hello", "thanks", "how are you"\n- Non-organizational questions\n\nALWAYS include "store_message" to save conversation history\n\nKEY PATTERN RECOGNITION:\n- If the query involves WHO, HOW MANY, WHICH, or relationships between entities, use "custom_query"\n- If the user is asking about implementing, starting, or completing something, use "custom_query" to find relevant policies and owners\n- If the user needs to know "who should I talk to" or "who\'s responsible", use "custom_query"\n\nIMPORTANT: Respond with ONLY a valid JSON object, no other text. The JSON must contain:\n- "reasoning": Your reasoning for the decision (explain if task-oriented and what they need)\n- "tools": Array of tool names to call\n- "response_type": "pig_latin" for pig latin responses, "search" for database search responses, "custom" for custom query responses, or "chat" for other responses\n\nExample responses:\n{\n  "reasoning": "This is a normal chat message, so I should convert it to pig latin as the default behavior.",\n  "tools": ["pig_latin", "store_message"],\n  "response_type": "pig_latin"\n}\n\n{\n  "reasoning": "The user is asking to search for specific entities without needing relationship information.",\n  "tools": ["search_database"],\n  "response_type": "search"\n}\n\n{\n  "reasoning": "The user has a task-oriented query about implementing something and needs to find relevant policies and the right people (team leads, policy owners) to work with.",\n  "tools": ["custom_query", "store_message"],\n  "response_type": "custom"\n}', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb8959b3dd0>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:05:34 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
